locusId	sysName	desc	comb
SMc03237	SMc03237	transport transmembrane protein	SMc03237 transport transmembrane protein
SMc03240	SMc03240	signal peptide protein	SMc03240 signal peptide protein
SMc03241	SMc03241	hypothetical protein	SMc03241 hypothetical protein
SMc03242	SMc03242	GTP-binding protein	SMc03242 GTP-binding protein
SMc03243	SMc03243	alkaline phosphatase transmembrane protein	SMc03243 alkaline phosphatase transmembrane protein
SMc03244	SMc03244	hypothetical protein	SMc03244 hypothetical protein
SMc03245	SMc03245	amidase	SMc03245 amidase
SMc03246	SMc03246	integrase DNA protein	SMc03246 integrase DNA protein
SMc03247	SMc03247	integrase/recombinase	SMc03247 integrase/recombinase
SMc03248	SMc03248	transposase	SMc03248 transposase
SMc03249	SMc03249	hypothetical protein	SMc03249 hypothetical protein
SMc03250	SMc03250	hypothetical protein	SMc03250 hypothetical protein
SMc03251	SMc03251	hypothetical protein	SMc03251 hypothetical protein
SMc03252	SMc03252	gamma-glutamyl kinase	SMc03252 gamma-glutamyl kinase
SMc03253	SMc03253	L-proline 3-hydroxylase	SMc03253 L-proline 3-hydroxylase
SMc03254	SMc03254	antikinase	SMc03254 antikinase
SMc03256	SMc03256	hypothetical protein	SMc03256 hypothetical protein
SMc03258	SMc03258	transcriptional regulator	SMc03258 transcriptional regulator
SMc03259	SMc03259	hypothetical protein	SMc03259 hypothetical protein
SMc03262	SMc03262	hypothetical protein	SMc03262 hypothetical protein
SMc03264	SMc03264	dipeptidase	SMc03264 dipeptidase
SMc03265	SMc03265	amino acid dehydrogenase transmembrane protein	SMc03265 amino acid dehydrogenase transmembrane protein
SMc03267	SMc03267	dipeptidase	SMc03267 dipeptidase
SMc03268	SMc03268	peptide transport system ATP-binding ABC transporter protein	SMc03268 peptide transport system ATP-binding ABC transporter protein
SMc03269	SMc03269	peptide-binding periplasmic ABC transporter protein	SMc03269 peptide-binding periplasmic ABC transporter protein
SMc03272	SMc03272	peptide transport system permease ABC transporter protein	SMc03272 peptide transport system permease ABC transporter protein
SMc03277	SMc03277	transport transmembrane protein	SMc03277 transport transmembrane protein
SMc03279	SMc03279	transposase number 2 for insertion sequence ISRM28	SMc03279 transposase number 2 for insertion sequence ISRM28
SMc03280	SMc03280	transposase number 3 for insertion sequence ISRM28	SMc03280 transposase number 3 for insertion sequence ISRM28
SMc03281	SMc03281	transposase	SMc03281 transposase
SMc03282	SMc03282	transposase number 1 for insertion sequence ISRM27	SMc03282 transposase number 1 for insertion sequence ISRM27
SMc03284	SMc03284	hypothetical protein	SMc03284 hypothetical protein
SMc03285	SMc03285	hypothetical protein	SMc03285 hypothetical protein
SMc03286	SMc03286	protease transmembrane protein	SMc03286 protease transmembrane protein
SMc03287	SMc03287	oxidoreductase	SMc03287 oxidoreductase
SMc03288	SMc03288	hypothetical protein	SMc03288 hypothetical protein
SMc03289	SMc03289	hypothetical protein	SMc03289 hypothetical protein
SMc03290	SMc03290	hypothetical protein	SMc03290 hypothetical protein
SMc03293	SMc03293	hypothetical protein	SMc03293 hypothetical protein
SMc03294	SMc03294	hypothetical protein	SMc03294 hypothetical protein
SMc03297	SMc03297	hypothetical protein	SMc03297 hypothetical protein
SMc03298	SMc03298	transposase number 3 for insertion sequence ISRM26	SMc03298 transposase number 3 for insertion sequence ISRM26
SMc03300	SMc03300	transposase number 2 for insertion sequence ISRM26	SMc03300 transposase number 2 for insertion sequence ISRM26
SMc03312	SMc03312	transposase ISRM11/ISRM2011-2	SMc03312 transposase ISRM11/ISRM2011-2
SMc03746	SMc03746	hypothetical protein	SMc03746 hypothetical protein
SMc03748	SMc03748	hypothetical protein	SMc03748 hypothetical protein
SMc03751	SMc03751	hypothetical protein	SMc03751 hypothetical protein
SMc03754	SMc03754	peptide transport system permease ABC transporter protein	SMc03754 peptide transport system permease ABC transporter protein
SMc03761	SMc03761	hypothetical protein	SMc03761 hypothetical protein
SMc03762	SMc03762	hypothetical protein	SMc03762 hypothetical protein
SMc03763	SMc03763	cytosine-specific methyltransferase	SMc03763 cytosine-specific methyltransferase
SMc03764	SMc03764	DNA mismatch endonuclease, patch repair protein	SMc03764 DNA mismatch endonuclease, patch repair protein
SMc03765	SMc03765	hypothetical protein	SMc03765 hypothetical protein
SMc03766	SMc03766	hypothetical protein	SMc03766 hypothetical protein
SMc03767	SMc03767	hypothetical protein	SMc03767 hypothetical protein
SMc03768	SMc03768	hypothetical protein	SMc03768 hypothetical protein
SMc03769	SMc03769	protease transmembrane protein	SMc03769 protease transmembrane protein
SMc03773	SMc03773	hypothetical protein	SMc03773 hypothetical protein
SMc03774	SMc03774	hypothetical protein	SMc03774 hypothetical protein
SMc03776	SMc03776	gamma-glutamyl kinase	SMc03776 gamma-glutamyl kinase
SMc03777	SMc03777	gamma-glutamyl phosphate reductase	SMc03777 gamma-glutamyl phosphate reductase
SMc03780	SMc03780	hypothetical protein	SMc03780 hypothetical protein
SMc03781	SMc03781	rRNA large subunit methyltransferase	SMc03781 rRNA large subunit methyltransferase
SMc03784	SMc03784	hypothetical protein	SMc03784 hypothetical protein
SMc03785	SMc03785	dinucleoside polyphosphate hydrolase	SMc03785 dinucleoside polyphosphate hydrolase
SMc03786	SMc03786	bacterioferritin	SMc03786 bacterioferritin
SMc03787	SMc03787	hypothetical protein	SMc03787 hypothetical protein
SMc03788	SMc03788	DNA polymerase III subunit alpha	SMc03788 DNA polymerase III subunit alpha
SMc03789	SMc03789	hypothetical protein	SMc03789 hypothetical protein
SMc03790	SMc03790	hypothetical protein	SMc03790 hypothetical protein
SMc03791	SMc03791	hypothetical protein	SMc03791 hypothetical protein
SMc03792	SMc03792	hypothetical protein	SMc03792 hypothetical protein
SMc03793	SMc03793	citrate lyase subunit beta	SMc03793 citrate lyase subunit beta
SMc03795	SMc03795	isopropylmalate isomerase small subunit	SMc03795 isopropylmalate isomerase small subunit
SMc03796	SMc03796	hypothetical protein	SMc03796 hypothetical protein
SMc03797	SMc03797	homoserine O-succinyltransferase	SMc03797 homoserine O-succinyltransferase
SMc03798	SMc03798	aldose 1-epimerase	SMc03798 aldose 1-epimerase
SMc03799	SMc03799	hypothetical protein	SMc03799 hypothetical protein
SMc03800	SMc03800	hypothetical protein	SMc03800 hypothetical protein
SMc03801	SMc03801	thioredoxin protein	SMc03801 thioredoxin protein
SMc03802	SMc03802	hypothetical protein	SMc03802 hypothetical protein
SMc03805	SMc03805	acyl-CoA thioesterase II	SMc03805 acyl-CoA thioesterase II
SMc03806	SMc03806	nitrogen regulatory protein PII 2	SMc03806 nitrogen regulatory protein PII 2
SMc03807	SMc03807	ammonium transporter	SMc03807 ammonium transporter
SMc03810	SMc03810	hypothetical protein	SMc03810 hypothetical protein
SMc03811	SMc03811	hypothetical protein	SMc03811 hypothetical protein
SMc03812	SMc03812	oxidoreductase	SMc03812 oxidoreductase
SMc03813	SMc03813	periplasmic binding ABC transporter protein	SMc03813 periplasmic binding ABC transporter protein
SMc03814	SMc03814	ABC transporter permease	SMc03814 ABC transporter permease
SMc03815	SMc03815	ABC transporter ATP-binding protein	SMc03815 ABC transporter ATP-binding protein
SMc03816	SMc03816	transcriptional regulator	SMc03816 transcriptional regulator
SMc03817	SMc03817	sugar kinase	SMc03817 sugar kinase
SMc03818	SMc03818	exodeoxyribonuclease III protein	SMc03818 exodeoxyribonuclease III protein
SMc03821	SMc03821	hypothetical protein	SMc03821 hypothetical protein
SMc03822	SMc03822	hypothetical protein	SMc03822 hypothetical protein
SMc03823	SMc03823	isopropylmalate isomerase large subunit	SMc03823 isopropylmalate isomerase large subunit
SMc03824	SMc03824	transcriptional regulator	SMc03824 transcriptional regulator
SMc03825	SMc03825	transporter	SMc03825 transporter
SMc03827	SMc03827	amino acid efflux transmembrane protein	SMc03827 amino acid efflux transmembrane protein
SMc03829	SMc03829	ABC transporter permease	SMc03829 ABC transporter permease
SMc03830	SMc03830	hypothetical protein	SMc03830 hypothetical protein
SMc03831	SMc03831	hypothetical protein	SMc03831 hypothetical protein
SMc03833	SMc03833	hypothetical protein	SMc03833 hypothetical protein
SMc03834	SMc03834	pterin-4-alpha-carbinolamine dehydratase	SMc03834 pterin-4-alpha-carbinolamine dehydratase
SMc03835	SMc03835	2'-5' RNA ligase	SMc03835 2'-5' RNA ligase
SMc03836	SMc03836	acyl-CoA thioesterase i protein	SMc03836 acyl-CoA thioesterase i protein
SMc03837	SMc03837	ABC transporter ATP-binding protein	SMc03837 ABC transporter ATP-binding protein
SMc03838	SMc03838	hypothetical protein	SMc03838 hypothetical protein
SMc03839	SMc03839	hypothetical protein	SMc03839 hypothetical protein
SMc03840	SMc03840	acetyltransferase (antibiotic resistance) protein	SMc03840 acetyltransferase (antibiotic resistance) protein
SMc03841	SMc03841	ATP-dependent Clp protease proteolytic subunit	SMc03841 ATP-dependent Clp protease proteolytic subunit
SMc03842	SMc03842	hypothetical protein	SMc03842 hypothetical protein
SMc03843	SMc03843	transcriptional regulator	SMc03843 transcriptional regulator
SMc03844	SMc03844	hypothetical protein	SMc03844 hypothetical protein
SMc03852	SMc03852	hypothetical protein	SMc03852 hypothetical protein
SMc03855	SMc03855	hypothetical protein	SMc03855 hypothetical protein
SMc03862	SMc03862	hypothetical protein	SMc03862 hypothetical protein
SMc03863	SMc03863	50S ribosomal protein L19	SMc03863 50S ribosomal protein L19
SMc03864	SMc03864	amino acid-binding periplasmic (signal peptide) ABC transporter protein	SMc03864 amino acid-binding periplasmic (signal peptide) ABC transporter protein
SMc03865	SMc03865	amino-acid transport system permease ABC transporter protein	SMc03865 amino-acid transport system permease ABC transporter protein
SMc03866	SMc03866	ABC transporter ATP-binding protein	SMc03866 ABC transporter ATP-binding protein
SMc03868	SMc03868	hypothetical protein	SMc03868 hypothetical protein
SMc03869	SMc03869	thiamine transporter substrate binding subunit	SMc03869 thiamine transporter substrate binding subunit
SMc03870	SMc03870	thiamine transporter membrane protein	SMc03870 thiamine transporter membrane protein
SMc03871	SMc03871	ABC transporter ATP-binding protein	SMc03871 ABC transporter ATP-binding protein
SMc03873	SMc03873	RNA polymerase factor sigma-32	SMc03873 RNA polymerase factor sigma-32
SMc03876	SMc03876	HEAT shock-like protein	SMc03876 HEAT shock-like protein
SMc03877	SMc03877	hypothetical protein	SMc03877 hypothetical protein
SMc03878	SMc03878	acetoacetyl-CoA reductase	SMc03878 acetoacetyl-CoA reductase
SMc03879	SMc03879	acetyl-CoA acetyltransferase	SMc03879 acetyl-CoA acetyltransferase
SMc03880	SMc03880	hypothetical protein	SMc03880 hypothetical protein
SMc03882	SMc03882	glutathione S-transferase	SMc03882 glutathione S-transferase
SMc03883	SMc03883	monofunctional biosynthetic peptidoglycan transglycosylase	SMc03883 monofunctional biosynthetic peptidoglycan transglycosylase
SMc03885	SMc03885	histidinol-phosphate aminotransferase	SMc03885 histidinol-phosphate aminotransferase
SMc03887	SMc03887	amino acid efflux protein	SMc03887 amino acid efflux protein
SMc03889	SMc03889	transporter	SMc03889 transporter
SMc03890	SMc03890	transcriptional regulator	SMc03890 transcriptional regulator
SMc03891	SMc03891	amino acid-binding periplasmic ABC transporter protein	SMc03891 amino acid-binding periplasmic ABC transporter protein
SMc03893	SMc03893	amino-acid transport system permease ABC transporter protein	SMc03893 amino-acid transport system permease ABC transporter protein
SMc03895	SMc03895	pyruvate carboxylase	SMc03895 pyruvate carboxylase
SMc03896	SMc03896	transcriptional regulator	SMc03896 transcriptional regulator
SMc03899	SMc03899	hypothetical protein	SMc03899 hypothetical protein
SMc03900	SMc03900	cyclic beta-1,2-glucan ABc transporter	SMc03900 cyclic beta-1,2-glucan ABc transporter
SMc03901	SMc03901	hypothetical protein	SMc03901 hypothetical protein
SMc03922	SMc03922	glycogen branching protein	SMc03922 glycogen branching protein
SMc03923	SMc03923	glucose-1-phosphate adenylyltransferase	SMc03923 glucose-1-phosphate adenylyltransferase
SMc03924	SMc03924	glycogen synthase	SMc03924 glycogen synthase
SMc03926	SMc03926	glycosyl hydrolase	SMc03926 glycosyl hydrolase
SMc03928	SMc03928	hypothetical protein	SMc03928 hypothetical protein
SMc03929	SMc03929	zinc-type alcohol dehydrogenase transmembrane protein	SMc03929 zinc-type alcohol dehydrogenase transmembrane protein
SMc03931	SMc03931	sarcosine oxidase subunit alpha	SMc03931 sarcosine oxidase subunit alpha
SMc03932	SMc03932	sarcosine oxidase subunit delta	SMc03932 sarcosine oxidase subunit delta
SMc03933	SMc03933	sarcosine oxidase subunit B protein	SMc03933 sarcosine oxidase subunit B protein
SMc03935	SMc03935	hypothetical protein	SMc03935 hypothetical protein
SMc03936	SMc03936	signal peptide protein	SMc03936 signal peptide protein
SMc03937	SMc03937	adenylate/guanylate cyclase	SMc03937 adenylate/guanylate cyclase
SMc03938	SMc03938	NAD(P) transhydrogenase subunit beta	SMc03938 NAD(P) transhydrogenase subunit beta
SMc03939	SMc03939	NAD(P) transhydrogenase subunit alpha	SMc03939 NAD(P) transhydrogenase subunit alpha
SMc03941	SMc03941	hypothetical protein	SMc03941 hypothetical protein
SMc03942	SMc03942	hypothetical protein	SMc03942 hypothetical protein
SMc03943	SMc03943	hypothetical protein	SMc03943 hypothetical protein
SMc03949	SMc03949	nitrogen regulatory protein	SMc03949 nitrogen regulatory protein
SMc03950	SMc03950	proton-translocating nicotinamide nucleotide transhydrogenase subunit protein	SMc03950 proton-translocating nicotinamide nucleotide transhydrogenase subunit protein
SMc03959	SMc03959	hypothetical protein	SMc03959 hypothetical protein
SMc03960	SMc03960	hypothetical protein	SMc03960 hypothetical protein
SMc03961	SMc03961	sulfolipid (UDP-sulfoquinovose) biosynthesis protein	SMc03961 sulfolipid (UDP-sulfoquinovose) biosynthesis protein
SMc03963	SMc03963	sulfolipid biosynthesis protein	SMc03963 sulfolipid biosynthesis protein
SMc03964	SMc03964	hypothetical protein	SMc03964 hypothetical protein
SMc03968	SMc03968	oxidoreductase	SMc03968 oxidoreductase
SMc03969	SMc03969	hypothetical protein	SMc03969 hypothetical protein
SMc03970	SMc03970	hypothetical protein	SMc03970 hypothetical protein
SMc03971	SMc03971	multidrug-efflux system transmembrane protein	SMc03971 multidrug-efflux system transmembrane protein
SMc03972	SMc03972	multidrug efflux system transmembrane protein	SMc03972 multidrug efflux system transmembrane protein
SMc03973	SMc03973	hypothetical protein	SMc03973 hypothetical protein
SMc03974	SMc03974	hypothetical protein	SMc03974 hypothetical protein
SMc03975	SMc03975	transcriptional regulator	SMc03975 transcriptional regulator
SMc03978	SMc03978	transketolase	SMc03978 transketolase
SMc03979	SMc03979	glyceraldehyde-3-phosphate dehydrogenase	SMc03979 glyceraldehyde-3-phosphate dehydrogenase
SMc03980	SMc03980	hypothetical protein	SMc03980 hypothetical protein
SMc03981	SMc03981	phosphoglycerate kinase	SMc03981 phosphoglycerate kinase
SMc03983	SMc03983	fructose-bisphosphate aldolase class I protein	SMc03983 fructose-bisphosphate aldolase class I protein
SMc03984	SMc03984	hypothetical protein	SMc03984 hypothetical protein
SMc03985	SMc03985	adenylate/guanylate cyclase	SMc03985 adenylate/guanylate cyclase
SMc03987	SMc03987	transport transmembrane protein	SMc03987 transport transmembrane protein
SMc03992	SMc03992	hypothetical protein	SMc03992 hypothetical protein
SMc03993	SMc03993	hypothetical protein	SMc03993 hypothetical protein
SMc03996	SMc03996	thiamine-phosphate pyrophosphorylase	SMc03996 thiamine-phosphate pyrophosphorylase
SMc03997	SMc03997	hypothetical protein	SMc03997 hypothetical protein
SMc03999	SMc03999	hypothetical protein	SMc03999 hypothetical protein
SMc04000	SMc04000	hypothetical protein	SMc04000 hypothetical protein
SMc04002	SMc04002	phosphoribosylaminoimidazole carboxylase ATPase subunit	SMc04002 phosphoribosylaminoimidazole carboxylase ATPase subunit
SMc04003	SMc04003	50S ribosomal protein L36	SMc04003 50S ribosomal protein L36
SMc04004	SMc04004	signal peptide protein	SMc04004 signal peptide protein
SMc04005	SMc04005	pyruvate kinase	SMc04005 pyruvate kinase
SMc04007	SMc04007	hypothetical protein	SMc04007 hypothetical protein
SMc04008	SMc04008	hypothetical protein	SMc04008 hypothetical protein
SMc04011	SMc04011	sigma-54-dependent transcription regulator protein	SMc04011 sigma-54-dependent transcription regulator protein
SMc04012	SMc04012	oligoendopeptidase F protein	SMc04012 oligoendopeptidase F protein
