protein_id,locus_match,new_gene,gene,name,description
WP_011653307.1,,RL_RS19990,RL3872,-,putative phosphoribosylamidoimidazole-succinocarboxamide synthase
WP_011653308.1,,RL_RS19995,RL3873,-,putative TetR family transcriptional regulator
WP_011653309.1,,RL_RS20000,RL3874,-,putative RND family transporter
WP_011653312.1,SM_b21272,RL_RS20015,RL3877,-,putative LacI family transcriptional regulator
WP_011653313.1,SM_b21273,RL_RS20020,RL3878,-,putative solute-binding component of ABC transporter
WP_011653314.1,SM_b21274,RL_RS20025,RL3879,-,putative transmembrane component of ABC transporter
WP_011653315.1,SM_b21275,RL_RS20030,RL3880,-,putative transmembrane component of ABC transporter
WP_011653316.1,,RL_RS20035,RL3881,-,putative ATP-binding component of ABC transporter
WP_028742171.1,SM_b21277,RL_RS20040,RL3882,-,putative inosine-uridine preferring nucleoside hydrolase
WP_011653318.1,SM_b21278,RL_RS20045,RL3883,-,putative adenine deaminase
WP_011653319.1,SMc02509,RL_RS20050,RL3884,-,putative substrate-binding Fur regulated salmonella iron ABC transporter
WP_225510399.1,,RL_RS20065,RL3887,-,putative iron transmembrane ABC transporter component
WP_011653323.1,SM_b21279,RL_RS20070,RL3888,-,putative hippurate hydrolase
WP_011653325.1,SM_b20026,RL_RS20080,RL3890,-,putative transmembrane protein
WP_011653326.1,SM_b20025,RL_RS20085,RL3891,-,hypothetical protein
WP_011653327.1,SM_b21200,RL_RS20090,RL3892,-,putative two-component response regulator transcriptional regulatory protein
WP_011653328.1,SM_b21201,RL_RS20095,RL3893,-,putative sensor histidine kinase transcriptional regulatory protein
WP_011653329.1,SM_b20584,RL_RS20100,RL3894,-,putative molydopterin-containing oxidoreductase
WP_011653330.1,,RL_RS20105,RL3895,-,putative transmembrane protein
WP_011653331.1,,RL_RS20110,RL3896,-,putative transmembrane protein
WP_011653340.1,SM_b20568,RL_RS20160,RL3906,-,putative solute-binding component of ABC transporter
WP_028742184.1,SM_b20787,RL_RS20165,RL3907,-,putative transmembrane component of ABC transporter
WP_011653342.1,SM_b20786,RL_RS20170,RL3908,-,putative transmembrane component of ABC transporter
WP_011653344.1,SM_b20784,RL_RS20180,RL3910,-,putative ATP-binding component of ABC transporter
WP_011653344.1,SM_b20784,RL_RS20180,RL3910,-,putative ATP-binding component of ABC transporter
WP_028742185.1,,RL_RS20185,RL3911,-,putative Rhizobium adhering protein
WP_011653345.1,,RL_RS20190,RL3912,-,hypothetical protein
WP_041936446.1,,RL_RS20195,RL3913,-,hypothetical protein
WP_011653347.1,,RL_RS20200,RL3914,-,hypothetical protein
,,,RL3915,-,hypothetical protein
WP_011653349.1,SMc01551,RL_RS20205,RL3916,-,putative poly(beta-D-mannuronate) O-acetylase
WP_011653351.1,,RL_RS20220,RL3918,-,hypothetical protein
WP_011653353.1,,RL_RS20230,RL3920,-,putative phage-related protein
WP_011653354.1,,RL_RS20235,RL3921,-,putative transmembrane protein
WP_011653355.1,,RL_RS20240,RL3922,-,hypothetical protein
WP_011653356.1,,RL_RS20245,RL3923,-,hypothetical protein
WP_011653357.1,,RL_RS40635,RL3924,-,putative phage tail protein
WP_018449515.1,,RL_RS20325,RL3940,-,hypothetical protein
WP_041936451.1,,RL_RS20330,RL3941,-,hypothetical protein
,,,RL3942,-,hypothetical protein
,,,RL3943,-,hypothetical protein
WP_129557803.1,,RL_RS20345,RL3944,-,putative transmembrane protein
WP_162039369.1,,RL_RS20350,RL3945,-,putative phage DNA primase/helicase
WP_011653379.1,,RL_RS20355,RL3946,-,hypothetical protein
WP_011653380.1,,RL_RS20360,RL3947,-,hypothetical protein
WP_011653383.1,,RL_RS20375,RL3950,-,putative phage-related protein
WP_011653385.1,,RL_RS20385,RL3952,-,hypothetical protein
WP_011653386.1,,RL_RS20390,RL3953,-,hypothetical protein
WP_011653387.1,,RL_RS20395,RL3954,-,hypothetical protein
WP_011653388.1,,RL_RS20400,RL3955,-,hypothetical protein
,,,RL3956,-,putative site-specific DNA recombinase
WP_011653391.1,SMa1548,RL_RS20420,RL3958,-,putative sensory box GGDEF/EAL domain protein
WP_011653392.1,SM_b21454,RL_RS20425,RL3959,-,hypothetical protein
WP_032982290.1,SMc00638,RL_RS20440,RL3962,-,putative heat resistant agglutinin 1
,,,RL3963,-,putative transmembrane protein
WP_011653404.1,SMc03961,RL_RS20505,RL3975,-,putative sulfoquinovosyl diacylglycerol
WP_011653405.1,SMc04081,RL_RS20510,RL3976,-,putative glycosyl transferase (sulfolipid biosynthesis) protein
WP_011653406.1,SMc03963,RL_RS20515,RL3977,-,putative sulfolipid biosynthesis protein
WP_011653407.1,,RL_RS20520,RL3978,-,hypothetical protein
WP_011653408.1,SMc03974,RL_RS20525,RL3979,-,putative 5-formyltetrahydrofolate cyclo-ligase
WP_011653409.1,SMc03973,RL_RS20530,RL3980,-,putative phosphatase
WP_011653410.1,SMc03970,RL_RS20535,RL3981,-,hypothetical protein
WP_012758860.1,,RL_RS20540,RL3982,-,hypothetical protein
WP_011653412.1,SMc03969,RL_RS20545,RL3983,-,hypothetical protein
WP_011653413.1,SMc03968,RL_RS20550,RL3984,-,putative oxidoreductase
WP_041936455.1,,RL_RS20555,RL3985,-,putative chemoreceptor McpA (methyl-accepting chemotaxis protein)
WP_011653418.1,SMc03964,RL_RS20585,RL3991,-,putative exported phosphatase
WP_011653419.1,,RL_RS20590,RL3992,-,putative MutT/NUDIX family protein
WP_011653420.1,,RL_RS20595,RL3993,-,putative damage inducible protein
WP_011653421.1,SMc00613,RL_RS20600,RL3994,-,putative acid tolerance protein
WP_011653422.1,SMc00611,RL_RS20605,RL3995,-,putative transmembrane acid tolerance protein
WP_041936456.1,,RL_RS20610,RL3996,-,putative DoxD family transmembrane protein
WP_041936457.1,SMa0937,RL_RS20615,RL3997,-,putative transmembrane ion channel protein
WP_011653425.1,,RL_RS20625,RL3998,-,"putative 6-phosphogluconate dehydrogenase,decarboxylating"
WP_011653426.1,SMc02638,RL_RS20630,RL3999,-,hypothetical protein
WP_011653427.1,SMc02639,RL_RS20635,RL4000,-,putative ArsR family transcriptional regulator
WP_011653428.1,,RL_RS20640,RL4001,-,hypothetical protein
WP_032992877.1,SMc00430,RL_RS20645,RL4002,-,putative oxidoreductase
WP_011653430.1,,RL_RS20650,RL4003,-,hypothetical protein
WP_011653431.1,SMc03976,RL_RS20660,RL4004,-,hypothetical protein
WP_012758879.1,SMc03977,RL_RS20665,RL4005,-,hypothetical protein
WP_003552580.1,SMa0633,RL_RS20680,RL4008,-,hypothetical protein
WP_011653435.1,,RL_RS20685,RL4009,-,putative transmembrane protein
WP_041936458.1,,RL_RS20695,RL4010,-,putative transmembrane cell volume regulation protein A
WP_028742211.1,SMc03983,RL_RS20705,RL4012,-,putative fructose-bisphosphate aldolase
WP_011653439.1,SMc03984,RL_RS20710,RL4013,-,putative phenazine biosynthesis protein
WP_011653440.1,SMc03987,RL_RS20715,RL4014,-,putative transmembrane transporter protein
WP_011653442.1,SMa1927,RL_RS20740,RL4019,-,hypothetical protein
WP_003542808.1,,RL_RS20745,RL4020,-,hypothetical protein
WP_011653443.1,,RL_RS20750,RL4021,-,hypothetical protein
WP_011653444.1,,RL_RS20755,RL4022,-,hypothetical protein
WP_011653445.1,SMc03992,RL_RS20760,RL4023,-,putative chemotaxis protein
WP_011653446.1,SMc03993,RL_RS20765,RL4024,-,putative transmembrane protein
WP_003542826.1,,RL_RS20835,RL4038,-,hypothetical protein
WP_011653458.1,SMc03997,RL_RS20850,RL4041,-,putative transmembrane protein
WP_003542830.1,SMc03998,RL_RS20855,RL4042,-,putative transcriptional regulator
WP_028742225.1,SMc04004,RL_RS20885,RL4046,-,conserved hypothetical exported TPR repeat protein
WP_041936460.1,,RL_RS20890,RL4047,-,putative esterase/hydrolase
WP_011653463.1,,RL_RS20895,RL4048,-,putative short-chain dehydrogenase/reductase
WP_041936461.1,,RL_RS20900,RL4049,-,hypothetical protein
WP_011653465.1,SM_b20585,RL_RS20905,RL4050,-,putative gamma-glutamyltranspeptidase precursor
WP_011653466.1,SMa1872,RL_RS20910,RL4051,-,putative threonine dehydratase catabolic
WP_011653467.1,SM_b20214,RL_RS20915,RL4052,-,putative short-chain dehydrogenase/reductase
WP_041936610.1,SM_b20215,RL_RS20920,RL4053,-,putative AraC family transcriptional regulator
WP_011653469.1,,RL_RS20925,RL4054,-,hypothetical protein
WP_011653470.1,SMc04315,RL_RS20930,RL4055,-,putative LysR family transcriptional regulator
WP_011653471.1,,RL_RS20935,RL4056,-,putative decarboxylase
WP_011653472.1,,RL_RS20940,RL4057,-,hypothetical protein
WP_011653473.1,,RL_RS20945,RL4058,-,hypothetical protein
WP_011653474.1,SMc02981,RL_RS20950,RL4059,-,putative transmembrane efflux transporter protein
WP_011653478.1,SMc04008,RL_RS20970,RL4063,-,hypothetical protein
WP_041936462.1,SMc04011,RL_RS20985,RL4067,-,putative two-component response regulator with sigma 54 interacting domain transcriptional regulatory protein
WP_011653481.1,SMc04012,RL_RS20990,RL4068,-,putative peptidase
WP_041936463.1,SMc04013,RL_RS20995,RL4069,-,putative para-aminobenzoate synthase
WP_041936611.1,SMc04014,RL_RS21000,RL4070,-,-
WP_011653483.1,,RL_RS21005,RL4071,-,hypothetical protein
WP_011653484.1,,RL_RS21010,RL4072,-,hypothetical protein
WP_011653486.1,SMc04017,RL_RS21020,RL4074,-,hypothetical protein
WP_011653487.1,SMc04018,RL_RS21030,RL4075,-,putative 5'-nucleotidase
WP_011653489.1,SMc04020,RL_RS21040,RL4077,-,hypothetical protein
WP_003542867.1,SMc04021,RL_RS21045,RL4078,-,putative transmembrane protein
WP_011653491.1,SMc04022,RL_RS21055,RL4080,-,hypothetical protein
WP_011653492.1,SMc04024,RL_RS21065,RL4082,-,putative peptidoglycan binding protein
WP_028742250.1,SMc04025,RL_RS21070,RL4083,-,hypothetical protein
WP_011653496.1,SMc04029,RL_RS21085,RL4086,-,putative low-specificity l-threonine aldolase
WP_011653497.1,,RL_RS21090,RL4087,-,putative LysR family transcriptional regulator
WP_041936464.1,SMc04030,RL_RS21095,RL4088,-,putative transmembrane protein
WP_011653499.1,SMc04040,RL_RS21100,RL4089,-,putative heat shock protein A
WP_041936465.1,SMc04041,RL_RS21105,RL4090,-,putative lysophospholipase
WP_011653502.1,SMc04043,RL_RS21115,RL4092,-,putative N-formylglutamate deformylase
,,,RL4094,-,hypothetical protein
WP_244432345.1,,RL_RS21135,RL4095,-,hypothetical protein
WP_011653505.1,SMc04359,RL_RS21140,RL4096,-,hypothetical protein
WP_011653506.1,SMc00799,RL_RS21145,RL4097,-,putative transmembrane cation transporter protein
WP_165422419.1,SM_b20654,RL_RS40225,RL4098,-,hypothetical protein
WP_011653508.1,,RL_RS21150,RL4099,-,hypothetical protein
WP_011653515.1,SMc03985,RL_RS21185,RL4106,-,putative adenylate/guanylate cyclase
WP_011653516.1,SM_b20722,RL_RS21190,RL4107,-,putative two-component response regulator transcriptional regulatory protein
WP_011653517.1,SM_b20721,RL_RS21195,RL4108,-,putative two-component sensor histidine kinase transcriptional regulatory protein
WP_011653518.1,,RL_RS21200,RL4109,-,putative transglutaminase family protein
WP_011653519.1,SMc04057,RL_RS21205,RL4110,-,hypothetical protein
WP_011653520.1,SMc04058,RL_RS21210,RL4111,-,putative transglutaminase domain protein
WP_011653521.1,SMc04059,RL_RS21215,RL4112,-,hypothetical protein
,,,RL4113,-,hypothetical protein
WP_003542904.1,SMc04460,RL_RS21220,RL4114,-,putative glycogen phosphorylase
WP_011653524.1,SMc03923,RL_RS21230,RL4116,-,"putative 1,4-alpha-glucan branching enzyme"
WP_011653524.1,SMc03923,RL_RS21230,RL4116,-,putative glucose-1-phosphate adenylyltransferase
WP_011653527.1,SMc03926,RL_RS21245,RL4119,-,putative glycogen debranching enzyme
WP_011653528.1,SMc03927,RL_RS21250,RL4120,-,putative nodulation protein N
WP_011653529.1,,RL_RS21255,RL4121,-,putative glyoxylase
WP_011653530.1,SMc03930,RL_RS21260,RL4122,-,putative sarcosine oxidase gamma subunit
WP_011653531.1,SMc03931,RL_RS21265,RL4123,-,putative sarcosine oxidase alpha subunit
WP_011653532.1,SMc03932,RL_RS21270,RL4124,-,putative sarcosine oxidase delta subunit
WP_011653533.1,,RL_RS21275,RL4125,-,hypothetical protein
WP_011653534.1,SMc03933,RL_RS21280,RL4126,-,putative sarcosine oxidase beta subunit
WP_041936468.1,SMc04306,RL_RS21285,RL4127,-,hypothetical protein
WP_041936612.1,SMc04307,RL_RS21290,RL4128,-,putative transmembrane adenylate/guanylate cyclase
WP_041936470.1,SMa0579,RL_RS21295,RL4129,-,putative transmembrane adenylate cyclase
WP_011653539.1,SMc00322,RL_RS21310,RL4132,-,putative two-component sensor histidine kinase transcriptional regulatory protein
WP_003542945.1,SMc03936,RL_RS21315,RL4133,-,hypothetical protein
WP_011653540.1,SMc03938,RL_RS21320,RL4134,-,putative transmembrane NAD(P) transhydrogenase subunit beta
WP_011653541.1,SMc03939,RL_RS21325,RL4135,-,putative transmembrane NAD(P) transhydrogenase subunit alpha part 2
WP_011653542.1,SMc03950,RL_RS21330,RL4136,-,putative NAD(P) transhydrogenase subunit alpha part 1
WP_003542954.1,SMc03941,RL_RS21335,RL4137,-,putative transmembrane protein
WP_003542957.1,,RL_RS21340,RL4138,-,hypothetical protein
WP_041936471.1,SMc04248,RL_RS21350,RL4140,-,putative transmembrane transporter component
WP_011653546.1,SMc04249,RL_RS21355,RL4141,-,putative TRAP family transmembrane transporter protein
WP_011653547.1,SMc04251,RL_RS21360,RL4142,-,putative solute-binding component of transporter
WP_011653548.1,SMc03943,RL_RS21365,RL4143,-,putative glutamine amidotransferase
WP_011653549.1,SMc04462,RL_RS21370,RL4144,-,putative oxidoreductase/dehydrogenase
WP_003542973.1,SMc02975,RL_RS21375,RL4145,-,putative LacI family HTH-type transcriptional repressor
WP_011653550.1,SMc02976,RL_RS21380,RL4146,-,putative MarR family transcriptional regulator
WP_011653553.1,SMc02979,RL_RS21395,RL4149,-,hypothetical protein
WP_028742327.1,SMc01824,RL_RS21400,RL4150,-,putative acetyltransferase
WP_011653556.1,,RL_RS21410,RL4152,-,putative serine acetyltransferase
WP_011653557.1,,RL_RS21415,RL4153,-,putative transmembrane sensory box GGDEF domain protein
WP_041936613.1,SM_b20965,RL_RS21420,RL4154,-,hypothetical protein
WP_011653559.1,SMc02982,RL_RS21425,RL4155,-,putative acetyltransferase protein
WP_003542994.1,SMc02984,RL_RS21435,RL4157,-,putative LysR family transcriptional regulator
WP_011653561.1,SMc02985,RL_RS21440,RL4158,-,hypothetical protein
WP_011653562.1,SMc02986,RL_RS21445,RL4159,-,putative transmembrane protein
WP_011653563.1,SMc03151,RL_RS21455,RL4160,-,hypothetical protein
WP_011653564.1,SMc03152,RL_RS21460,RL4161,-,hypothetical protein
WP_011653566.1,SMc03154,RL_RS21470,RL4163,-,hypothetical protein
WP_011653567.1,SMc03155,RL_RS21475,RL4164,-,hypothetical protein
WP_011653568.1,,RL_RS21480,RL4165,-,putative glyoxalase family protein
WP_011653569.1,SMc03156,RL_RS21485,RL4166,-,hypothetical protein
WP_011653570.1,,RL_RS21490,RL4167,-,putative transmembrane sensory box GGDEF/EAL family protein
WP_011653571.1,SMc03160,RL_RS21495,RL4168,-,putative beta-glucosidase
WP_011653572.1,,RL_RS21500,RL4169,-,putative transmembrane DoxD family protein
WP_011653573.1,SMc03161,RL_RS21505,RL4170,-,putative GFO/IDH/MocA family oxidoreductase
WP_011653574.1,SMc03162,RL_RS21510,RL4171,-,putative endonuclease
WP_003543021.1,SM_b20720,RL_RS21515,RL4172,-,putative solute-binding component of ABC transporter
WP_011653575.1,SM_b20719,RL_RS21520,RL4173,-,putative transmembrane component of ABC transporter
WP_011653576.1,SM_b20718,RL_RS21525,RL4174,-,putative ATP-binding component of ABC transporter
WP_011653577.1,SM_b20717,RL_RS21530,RL4175,-,putative LacI family transcriptional regulator
WP_003552938.1,SMc03163,RL_RS21535,RL4176,-,putative xylose isomerase
WP_011653578.1,SMc03164,RL_RS21540,RL4177,-,putative xylulose kinase
WP_041936473.1,SMc03165,RL_RS21545,RL4178,-,putative LacI family transcriptional regulator
WP_011653580.1,SMc03167,RL_RS21550,RL4179,-,putative transmembrane transporter
WP_011653581.1,SMc03168,RL_RS21555,RL4180,-,putative HlyD secretion protein
WP_003543038.1,SMc03169,RL_RS21560,RL4181,-,putative TetR family transcriptional regulator
WP_011653582.1,SMc03170,RL_RS21565,RL4182,-,putative AraC family transcriptional regulator
WP_011653587.1,,RL_RS21590,RL4187,-,putative AraC family transcriptional regulator
WP_011653588.1,SMc03174,RL_RS21595,RL4188,-,hypothetical protein
WP_011653589.1,SMc01651,RL_RS21600,RL4189,-,putative LysR family transcriptional regulator
WP_003543051.1,SMc01652,RL_RS21605,RL4190,-,putative solute-binding component of ABC transporter
WP_003543052.1,SMc01653,RL_RS21610,RL4191,-,putative ATP-binding component of ABC transporter
WP_003543053.1,SMc01654,RL_RS21615,RL4192,-,putative transmembrane component of ABC transporter
WP_011653590.1,SMc01655,RL_RS21620,RL4193,-,putative transmembrane component of ABC transporter
WP_011653591.1,SMc01656,RL_RS21625,RL4194,-,putative succinatesemialdehyde dehydrogenase
WP_003552965.1,SM_b20084,RL_RS37110,RL4195,-,putative transmembrane protein
WP_197729399.1,,RL_RS21635,RL4196,-,hypothetical protein
WP_011653594.1,,RL_RS21640,RL4197,-,putative transmembrane two-component sensor histidine kinase transcriptional regulatory protein
WP_011653595.1,,RL_RS21645,RL4198,-,putative two-component response regulator transcriptional regulatory protein
,,,RL4199,-,hypothetical protein
WP_011653597.1,,RL_RS21655,RL4200,-,hypothetical protein
WP_011653598.1,,RL_RS21660,RL4201,-,putative DoxD family transmembrane protein
WP_011653599.1,SMc01272,RL_RS21665,RL4202,-,putative transmembrane protein
WP_011653601.1,,RL_RS21675,RL4204,-,putative transcriptional regulator
WP_024322943.1,SMc02841,RL_RS21680,RL4205,-,putative DNA repair methyltransferase
WP_011653603.1,SMc02842,RL_RS21685,RL4206,-,putative transmembrane protein
WP_011653604.1,SMc02843,RL_RS21690,RL4207,-,putative endonuclease III
WP_028742343.1,SMc02844,RL_RS21695,RL4208,-,putative TetR family transcriptional regulator
WP_011653606.1,SMc02845,RL_RS21700,RL4209,-,putative glyoxalase protein
WP_011653608.1,,RL_RS21710,RL4211,-,putative transcriptional regulator
WP_041936475.1,SMc01503,RL_RS21715,RL4212,-,putative ribulokinase
WP_011653610.1,SMc01502,RL_RS21720,RL4213,-,putative hydrolase family protein
WP_011653611.1,SMc01501,RL_RS21725,RL4214,-,putative mannitol 2-dehydrogenase
WP_011653612.1,SMc01499,RL_RS21730,RL4215,-,putative ATP-binding component of mannitol ABC transport protein
WP_011653613.1,SMc01498,RL_RS21735,RL4216,-,putative mannitol transmembrane permease component of ABC transporter
WP_017989489.1,SMc01497,RL_RS21740,RL4217,-,putative mannitol transmembrane permease component of ABC transporter
WP_011653615.1,SMc01496,RL_RS21745,RL4218,-,putative mannitol-binding component of ABC transporter
WP_011653616.1,SMc01495,RL_RS21750,RL4219,-,putative transcriptional regulator
WP_233938472.1,,RL_RS21755,RL4220,-,putative exopolysaccharide biosynthesis protein
WP_041936476.1,SMc02880,RL_RS21760,RL4221,-,putative kinase
WP_011653619.1,SM_b21160,RL_RS21765,RL4222,-,putative beta-hexosaminidase
