## Sat Mar 25 20:43:29 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Smeli:SM_b20326	266834.SM_b20326	5.89e-232	639.0	COG1175@1|root,COG1175@2|Bacteria,1MWB7@1224|Proteobacteria,2TSH3@28211|Alphaproteobacteria,4B92S@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	ABC-type sugar transport systems, permease components	thuF	-	-	ko:K02025,ko:K10237	ko02010,map02010	M00204,M00207	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.17	-	-	BPD_transp_1
Smeli:SM_b20327	266834.SM_b20327	6.59e-171	480.0	COG0395@1|root,COG0395@2|Bacteria,1N4I0@1224|Proteobacteria,2TT14@28211|Alphaproteobacteria,4B9RC@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	ABC-type sugar transport system, permease component	thuG	-	-	ko:K02026,ko:K10238	ko02010,map02010	M00204,M00207	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.17	-	-	BPD_transp_1
Smeli:SM_b20328	266834.SM_b20328	1.66e-245	674.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TQQJ@28211|Alphaproteobacteria,4B8AQ@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Belongs to the ABC transporter superfamily	thuK	-	-	ko:K10111	ko02010,map02010	M00194,M00200,M00204,M00207,M00491	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.1	-	-	ABC_tran,TOBE_2
Smeli:SM_b20329	266834.SM_b20329	3.61e-206	568.0	COG4813@1|root,COG4813@2|Bacteria,1P43S@1224|Proteobacteria,2TUH4@28211|Alphaproteobacteria,4B7V4@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Trehalose utilization protein	thuA	-	-	-	-	-	-	-	-	-	-	-	ThuA
Smeli:SM_b20330	266834.SM_b20330	3.74e-265	726.0	COG0673@1|root,COG0673@2|Bacteria,1NVIW@1224|Proteobacteria,2U0QQ@28211|Alphaproteobacteria,4B87V@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Oxidoreductase	thuB	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
Smeli:SM_b20331	266834.SM_b20331	7.13e-84	247.0	2DUIA@1|root,32UXB@2|Bacteria,1RESX@1224|Proteobacteria,2U72K@28211|Alphaproteobacteria,4BFM3@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	SPW repeat	-	-	-	-	-	-	-	-	-	-	-	-	SPW
Smeli:SM_b20332	266834.SM_b20332	5.47e-234	642.0	COG3119@1|root,COG3119@2|Bacteria,1MUJH@1224|Proteobacteria,2TSB8@28211|Alphaproteobacteria,4BCYZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Sulfatase	-	-	3.1.6.1	ko:K01130	ko00140,ko00600,map00140,map00600	-	R03980,R04856	RC00128,RC00231	ko00000,ko00001,ko01000	-	-	-	DUF4994,Sulfatase,Sulfatase_C
Smeli:SM_b20333	266834.SM_b20333	0.0	1366.0	COG1292@1|root,COG1292@2|Bacteria,1MV0K@1224|Proteobacteria,2TQR4@28211|Alphaproteobacteria,4BB5Q@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the BCCT transporter (TC 2.A.15) family	-	-	-	ko:K02168	-	-	-	-	ko00000,ko02000	2.A.15.1.3,2.A.15.1.4	-	-	BCCT
Smeli:SM_b20334	266834.SM_b20334	4.69e-239	654.0	COG1262@1|root,COG1262@2|Bacteria,1MZ25@1224|Proteobacteria,2TRJH@28211|Alphaproteobacteria,4BBK1@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Sulfatase-modifying factor enzyme 1	-	-	-	-	-	-	-	-	-	-	-	-	FGE-sulfatase
Smeli:SM_b20335	266834.SM_b20335	1.26e-303	828.0	COG4782@1|root,COG4782@2|Bacteria,1MVAD@1224|Proteobacteria,2TTCR@28211|Alphaproteobacteria,4B7KW@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF900
Smeli:SM_b20336	266834.SM_b20336	1.02e-188	524.0	COG2067@1|root,COG2067@2|Bacteria,1RJIQ@1224|Proteobacteria,2VGDP@28211|Alphaproteobacteria,4BA91@82115|Rhizobiaceae	28211|Alphaproteobacteria	I	long-chain fatty acid transport protein	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20337	266834.SM_b20337	1.25e-141	400.0	COG1309@1|root,COG1309@2|Bacteria,1R5GP@1224|Proteobacteria,2U5WC@28211|Alphaproteobacteria,4BCKZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Smeli:SM_b20338	266834.SM_b20338	8.25e-272	746.0	COG0477@1|root,COG2814@2|Bacteria,1MXXE@1224|Proteobacteria,2U0XH@28211|Alphaproteobacteria,4BCWZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	EGP	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
Smeli:SM_b20339	266834.SM_b20339	6.83e-109	313.0	2DPIK@1|root,32UM7@2|Bacteria,1MZQR@1224|Proteobacteria,2UIKR@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20340	266834.SM_b20340	1.93e-34	117.0	2ESQ5@1|root,33K8M@2|Bacteria,1NNJ8@1224|Proteobacteria,2UKZC@28211|Alphaproteobacteria,4BHR1@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20342	266834.SM_b20342	0.0	1428.0	COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,2TQVK@28211|Alphaproteobacteria,4B9W8@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	iorB	-	1.3.99.16	ko:K07303	-	-	-	-	ko00000,ko01000	-	-	-	Ald_Xan_dh_C2
Smeli:SM_b20343	266834.SM_b20343	1.3e-109	315.0	COG2080@1|root,COG2080@2|Bacteria,1RD8C@1224|Proteobacteria,2U6Z6@28211|Alphaproteobacteria,4BCPG@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	[2Fe-2S] binding domain	iorA	-	1.3.99.16	ko:K07302	-	-	-	-	ko00000,ko01000	-	-	-	Fer2,Fer2_2
Smeli:SM_b20344	266834.SM_b20344	2.59e-230	634.0	COG4977@1|root,COG4977@2|Bacteria,1QTV9@1224|Proteobacteria,2UQEI@28211|Alphaproteobacteria,4BNPZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	AraC-type transcriptional regulator N-terminus	-	-	-	-	-	-	-	-	-	-	-	-	AraC_N,HTH_18
Smeli:SM_b20345	266834.SM_b20345	0.0	1987.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2TQT0@28211|Alphaproteobacteria,4B8YI@82115|Rhizobiaceae	28211|Alphaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	ttgB	-	-	-	-	-	-	-	-	-	-	-	ACR_tran
Smeli:SM_b20346	266834.SM_b20346	4.32e-260	714.0	COG0845@1|root,COG0845@2|Bacteria,1NJDF@1224|Proteobacteria,2TSZA@28211|Alphaproteobacteria,4B83P@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
Smeli:SM_b20347	266834.SM_b20347	2.73e-140	396.0	COG1309@1|root,COG1309@2|Bacteria,1PZUN@1224|Proteobacteria,2TQY3@28211|Alphaproteobacteria,4BAIV@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Smeli:SM_b20348	266834.SM_b20348	1.69e-193	537.0	COG2085@1|root,COG2085@2|Bacteria,1QU5N@1224|Proteobacteria,2TW0M@28211|Alphaproteobacteria,4BNRA@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Phosphogluconate dehydrogenase (decarboxylating) C-term	-	-	-	-	-	-	-	-	-	-	-	-	F420_oxidored,IlvN,NAD_binding_2,PGDH_C,Rossmann-like
Smeli:SM_b20349	266834.SM_b20349	1.71e-212	588.0	COG1879@1|root,COG1879@2|Bacteria,1NRXG@1224|Proteobacteria,2TV27@28211|Alphaproteobacteria,4BBI6@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Periplasmic binding protein-like domain	-	-	-	ko:K17202	ko02010,map02010	M00590	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.11,3.A.1.2.16	-	-	Peripla_BP_4
Smeli:SM_b20350	266834.SM_b20350	3.42e-149	420.0	COG5618@1|root,COG5618@2|Bacteria,1R66D@1224|Proteobacteria,2U7BB@28211|Alphaproteobacteria,4BM0T@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Predicted periplasmic lipoprotein (DUF2291)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2291
Smeli:SM_b20351	266834.SM_b20351	0.0	984.0	COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,2TQJV@28211|Alphaproteobacteria,4B8D4@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	ATPases associated with a variety of cellular activities	-	-	-	ko:K17204	ko02010,map02010	M00590	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.11,3.A.1.2.16	-	-	ABC_tran
Smeli:SM_b20352	266834.SM_b20352	4.93e-228	631.0	COG1172@1|root,COG1172@2|Bacteria,1MX7D@1224|Proteobacteria,2TUYW@28211|Alphaproteobacteria,4B9I4@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K17203	ko02010,map02010	M00590	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.11,3.A.1.2.16	-	-	BPD_transp_2
Smeli:SM_b20353	266834.SM_b20353	2.79e-254	696.0	COG0673@1|root,COG0673@2|Bacteria,1MW74@1224|Proteobacteria,2TSFH@28211|Alphaproteobacteria,4BB2W@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Oxidoreductase family, NAD-binding Rossmann fold	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
Smeli:SM_b20354	266834.SM_b20354	0.0	1276.0	2CB42@1|root,2Z7Y3@2|Bacteria,1PK1X@1224|Proteobacteria,2TVBX@28211|Alphaproteobacteria,4BA1N@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20355	266834.SM_b20355	2.05e-178	497.0	COG3267@1|root,COG3267@2|Bacteria,1MYKB@1224|Proteobacteria,2UPHB@28211|Alphaproteobacteria,4BEIV@82115|Rhizobiaceae	28211|Alphaproteobacteria	U	Protein of unknown function (DUF3365)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3365
Smeli:SM_b20356	266834.SM_b20356	0.0	1722.0	COG0745@1|root,COG0784@1|root,COG5002@1|root,COG0745@2|Bacteria,COG0784@2|Bacteria,COG5002@2|Bacteria,1NC9X@1224|Proteobacteria,2TW1J@28211|Alphaproteobacteria,4B7HQ@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	CHASE3,GAF_2,HAMP,HATPase_c,HisKA,PAS_7,Response_reg
Smeli:SM_b20357	266834.SM_b20357	1.67e-79	236.0	COG0745@1|root,COG0745@2|Bacteria,1RD7E@1224|Proteobacteria,2U745@28211|Alphaproteobacteria,4BFWW@82115|Rhizobiaceae	28211|Alphaproteobacteria	KT	cheY-homologous receiver domain	divK	-	-	ko:K11443	ko02020,ko04112,map02020,map04112	M00511	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg
Smeli:SM_b20358	266834.SM_b20358	0.0	999.0	COG2114@1|root,COG2199@1|root,COG2114@2|Bacteria,COG3706@2|Bacteria,1QU6G@1224|Proteobacteria,2TW1I@28211|Alphaproteobacteria,4BAXP@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Adenylyl- / guanylyl cyclase, catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	Guanylate_cyc,HisKA,Response_reg
Smeli:SM_b20359	266834.SM_b20359	1.86e-287	788.0	2CFWM@1|root,2Z7PT@2|Bacteria,1MUTI@1224|Proteobacteria,2TZ7Y@28211|Alphaproteobacteria,4BCA1@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20360	266834.SM_b20360	2.9e-169	473.0	COG3904@1|root,COG3904@2|Bacteria,1QG8N@1224|Proteobacteria,2U7HQ@28211|Alphaproteobacteria,4B7PS@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	PeriplasmiC protein	-	-	-	-	-	-	-	-	-	-	-	-	CLP_protease
Smeli:SM_b20361	266834.SM_b20361	5.27e-192	532.0	COG1226@1|root,2Z9WE@2|Bacteria,1QV7C@1224|Proteobacteria,2TU7Y@28211|Alphaproteobacteria,4B9GG@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Ion channel	-	-	-	ko:K10716	-	-	-	-	ko00000,ko02000	1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6	-	-	Ion_trans_2
Smeli:SM_b20362	266834.SM_b20362	1.99e-192	533.0	COG0483@1|root,COG0483@2|Bacteria,1R3TP@1224|Proteobacteria,2TVNC@28211|Alphaproteobacteria,4BAZV@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Inositol monophosphatase	-	-	3.1.3.25	ko:K01092	ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070	M00131	R01185,R01186,R01187	RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Inositol_P
Smeli:SM_b20363	266834.SM_b20363	4.44e-251	689.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TQMJ@28211|Alphaproteobacteria,4B77Q@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Part of the ABC transporter complex FbpABC involved in Fe(3 ) ions import. Responsible for energy coupling to the transport system	fbpC	-	3.6.3.30	ko:K02010	ko02010,map02010	M00190	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.10	-	-	ABC_tran,TOBE_2
Smeli:SM_b20364	266834.SM_b20364	0.0	1409.0	COG1178@1|root,COG1178@2|Bacteria,1MXZZ@1224|Proteobacteria,2TT7F@28211|Alphaproteobacteria,4B9WE@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	ABC-type Fe3 transport system, permease component	fbpB	-	-	ko:K02011	ko02010,map02010	M00190	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.10	-	-	BPD_transp_1
Smeli:SM_b20365	266834.SM_b20365	2.11e-248	681.0	COG1840@1|root,COG1840@2|Bacteria,1MXZ8@1224|Proteobacteria,2TT9W@28211|Alphaproteobacteria,4BAXQ@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	ABC-type Fe3 transport system, periplasmic component	afuA1	-	-	ko:K02012,ko:K11081	ko02010,map02010	M00190,M00302	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.10,3.A.1.11.5	-	-	SBP_bac_6
Smeli:SM_b20366	266834.SM_b20366	1.58e-239	658.0	COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,2TTHH@28211|Alphaproteobacteria,4B9Z1@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
Smeli:SM_b20367	266834.SM_b20367	1.56e-162	455.0	COG1309@1|root,COG1309@2|Bacteria,1RDYN@1224|Proteobacteria,2U7HM@28211|Alphaproteobacteria,4BC6M@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Smeli:SM_b20368	266834.SM_b20368	1.88e-228	630.0	COG0845@1|root,COG0845@2|Bacteria,1P540@1224|Proteobacteria,2U20J@28211|Alphaproteobacteria,4BBWG@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	HlyD membrane-fusion protein of T1SS	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_3,HlyD_D23
Smeli:SM_b20369	266834.SM_b20369	1.34e-280	769.0	COG4591@1|root,COG4591@2|Bacteria,1Q2BY@1224|Proteobacteria,2TVP1@28211|Alphaproteobacteria,4BA60@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	MacB-like periplasmic core domain	-	-	-	ko:K09808	ko02010,map02010	M00255	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.125	-	-	FtsX,MacB_PCD
Smeli:SM_b20370	266834.SM_b20370	5.63e-154	433.0	COG1136@1|root,COG1136@2|Bacteria,1MU45@1224|Proteobacteria,2TS3W@28211|Alphaproteobacteria,4B7BA@82115|Rhizobiaceae	28211|Alphaproteobacteria	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K02003,ko:K05685,ko:K09810	ko02010,map02010	M00255,M00258,M00709	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.122.1,3.A.1.122.12,3.A.1.125	-	-	ABC_tran
Smeli:SM_b20371	266834.SM_b20371	2.35e-101	293.0	COG0698@1|root,COG0698@2|Bacteria,1RHBF@1224|Proteobacteria,2U94R@28211|Alphaproteobacteria,4BEJR@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Ribose/Galactose Isomerase	-	-	5.3.1.6	ko:K01808	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
Smeli:SM_b20372	266834.SM_b20372	5.91e-281	771.0	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,2TQW5@28211|Alphaproteobacteria,4BI1M@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Tripartite ATP-independent periplasmic transporter, DctM component	-	-	-	-	-	-	-	-	-	-	-	-	DctM
Smeli:SM_b20373	266834.SM_b20373	4.85e-102	296.0	COG3090@1|root,COG3090@2|Bacteria,1RKZV@1224|Proteobacteria,2URC8@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	-	-	-	-	-	-	-	DctQ
Smeli:SM_b20374	266834.SM_b20374	4.26e-226	624.0	COG1638@1|root,COG1638@2|Bacteria,1MWAM@1224|Proteobacteria,2TTQ8@28211|Alphaproteobacteria,4BJB7@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Bacterial extracellular solute-binding protein, family 7	-	-	-	-	-	-	-	-	-	-	-	-	DctP
Smeli:SM_b20375	266834.SM_b20375	2.29e-177	494.0	COG2186@1|root,COG2186@2|Bacteria,1MUP9@1224|Proteobacteria,2U2DJ@28211|Alphaproteobacteria,4BGIT@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	FCD	MA20_28005	-	-	ko:K05799	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
Smeli:SM_b20376	266834.SM_b20376	1.07e-82	244.0	COG0251@1|root,COG0251@2|Bacteria,1N165@1224|Proteobacteria,2UIKG@28211|Alphaproteobacteria	28211|Alphaproteobacteria	J	Endoribonuclease L-PSP	-	-	-	-	-	-	-	-	-	-	-	-	Ribonuc_L-PSP
Smeli:SM_b20377	266834.SM_b20377	4.16e-85	251.0	COG0251@1|root,COG0251@2|Bacteria,1N165@1224|Proteobacteria	1224|Proteobacteria	J	endoribonuclease L-PSP	-	-	-	-	-	-	-	-	-	-	-	-	Ribonuc_L-PSP
Smeli:SM_b20378	266834.SM_b20378	0.0	967.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2TQR1@28211|Alphaproteobacteria,4BAU3@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Aldehyde dehydrogenase	-	GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004777,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006105,GO:0006520,GO:0006536,GO:0006538,GO:0006540,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009013,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009266,GO:0009314,GO:0009408,GO:0009416,GO:0009448,GO:0009450,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009987,GO:0016054,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0019752,GO:0031974,GO:0032787,GO:0036094,GO:0042133,GO:0042135,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0046872,GO:0046914,GO:0048037,GO:0050662,GO:0050896,GO:0051287,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0072329,GO:0072593,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	1.2.1.16,1.2.1.20,1.2.1.79	ko:K00135	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120	M00027	R00713,R00714,R02401	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
Smeli:SM_b20379	266834.SM_b20379	0.0	927.0	COG0161@1|root,COG0161@2|Bacteria,1MU2N@1224|Proteobacteria,2TQND@28211|Alphaproteobacteria,4B8IZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	2.6.1.96	ko:K16871	ko00250,ko00650,ko01100,ko01120,map00250,map00650,map01100,map01120	M00027	R10178	RC00008,RC00062	ko00000,ko00001,ko00002,ko01000	-	-	-	Aminotran_3
Smeli:SM_b20380	266834.SM_b20380	2.67e-250	687.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TQMJ@28211|Alphaproteobacteria,4B8NG@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	-	-	-	ko:K02052	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	ABC_tran,TOBE_2
Smeli:SM_b20381	266834.SM_b20381	6.29e-185	515.0	COG1177@1|root,COG1177@2|Bacteria,1R4WA@1224|Proteobacteria,2TTY8@28211|Alphaproteobacteria,4B90Q@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02053	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	BPD_transp_1
Smeli:SM_b20382	266834.SM_b20382	6.9e-197	546.0	COG1176@1|root,COG1176@2|Bacteria,1R84V@1224|Proteobacteria,2VF96@28211|Alphaproteobacteria,4BN7T@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02054	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	BPD_transp_1
Smeli:SM_b20383	266834.SM_b20383	1.92e-263	721.0	COG0687@1|root,COG0687@2|Bacteria,1R4Z8@1224|Proteobacteria,2VF97@28211|Alphaproteobacteria,4BN7U@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Bacterial extracellular solute-binding protein	-	-	-	ko:K02055	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	SBP_bac_8
Smeli:SM_b20384	266834.SM_b20384	1.41e-241	662.0	COG2355@1|root,COG2355@2|Bacteria,1MWEW@1224|Proteobacteria,2TR5C@28211|Alphaproteobacteria,4BD5H@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Membrane dipeptidase (Peptidase family M19)	-	-	3.4.13.19	ko:K01273	-	-	-	-	ko00000,ko00537,ko01000,ko01002,ko04147	-	-	-	Peptidase_M19
Smeli:SM_b20385	266834.SM_b20385	4.99e-165	462.0	2BK0W@1|root,32EE0@2|Bacteria,1Q07G@1224|Proteobacteria,2VD5G@28211|Alphaproteobacteria,4BBBM@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20386	266834.SM_b20386	0.0	1140.0	COG4367@1|root,COG4367@2|Bacteria,1MU6T@1224|Proteobacteria,2TR0D@28211|Alphaproteobacteria,4BBUG@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	negative regulation of transcription, DNA-templated	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20387	266834.SM_b20387	7.35e-161	451.0	COG1414@1|root,COG1414@2|Bacteria,1R436@1224|Proteobacteria,2TUUI@28211|Alphaproteobacteria,4BCFK@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Bacterial transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_IclR,IclR
Smeli:SM_b20388	266834.SM_b20388	1.45e-231	637.0	COG0604@1|root,COG0604@2|Bacteria,1MXRX@1224|Proteobacteria,2TRSQ@28211|Alphaproteobacteria,4BDF6@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Zinc-binding dehydrogenase	-	-	1.6.5.5	ko:K00344	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N,ADH_zinc_N
Smeli:SM_b20389	266834.SM_b20389	1.04e-243	669.0	COG2199@1|root,COG2199@2|Bacteria,1RKHX@1224|Proteobacteria,2U97F@28211|Alphaproteobacteria,4BM1V@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Domain present in phytochromes and cGMP-specific phosphodiesterases.	-	-	-	-	-	-	-	-	-	-	-	-	GAF,GAF_2,GGDEF
