new.locus.tag,KEGG_ko,Name_description
SM_RS21570,K00067,"rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
SM_RS21575,,
SM_RS21585,,
SM_RS21595,,
SM_RS21605,,
SM_RS21610,,
SM_RS21615,K07506,K07506; AraC family transcriptional regulator
SM_RS21620,K13483,yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
SM_RS21625,K11178,yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
SM_RS31955,,
SM_RS21630,,
SM_RS21635,,
SM_RS21640,K23509,"ytfT, yjfF; galactofuranose transport system permease protein"
SM_RS21645,K23509,"ytfT, yjfF; galactofuranose transport system permease protein"
SM_RS21650,K10820,ytfR; galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
SM_RS21655,K23508,ytfQ; galactofuranose transport system substrate-binding protein
SM_RS21660,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS21665,,
SM_RS21670,K00065,kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
SM_RS21675,K01815,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
SM_RS21680,,
SM_RS21685,,
SM_RS21690,,
SM_RS21695,,
SM_RS21700,K01812,uxaC; glucuronate isomerase [EC:5.3.1.12]
SM_RS21705,,
SM_RS21710,K07058,K07058; membrane protein
SM_RS21715,,
SM_RS21720,,
SM_RS31960,,
SM_RS21730,,
SM_RS21735,,
SM_RS21745,K07058,K07058; membrane protein
SM_RS21750,,
SM_RS21755,,
SM_RS21760,K02351,K02351; putative membrane protein
SM_RS21765,,
SM_RS21770,K02275,"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
SM_RS21775,K07301,yrbG; cation:H+ antiporter
SM_RS21780,K15408,coxAC; cytochrome c oxidase subunit I+III [EC:7.1.1.9]
SM_RS21785,,
SM_RS21790,,
SM_RS21795,K21622,tag6PK; D-tagatose 6-phosphate 4-epimerase [EC:5.1.3.40]
SM_RS21800,K21621,fk; tagatose kinase [EC:2.7.1.101]
SM_RS21805,K10440,rbsC; ribose transport system permease protein
SM_RS21810,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS21815,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS21820,,
SM_RS21825,,
SM_RS21830,,
SM_RS21840,,
SM_RS21845,K00059,"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
SM_RS21850,K14189,dltE; uncharacterized oxidoreductase [EC:1.-.-.-]
SM_RS21855,,
SM_RS21860,K00375,K00375; GntR family transcriptional regulator / MocR family aminotransferase
SM_RS21865,K15551,tauA; taurine transport system substrate-binding protein
SM_RS21870,K10831,tauB; taurine transport system ATP-binding protein [EC:7.6.2.7]
SM_RS21875,K15552,tauC; taurine transport system permease protein
SM_RS21880,K07255,tauX; taurine dehydrogenase small subunit [EC:1.4.2.-]
SM_RS21885,K07256,tauY; taurine dehydrogenase large subunit [EC:1.4.2.-]
SM_RS21890,K03852,xsc; sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
SM_RS21895,,
SM_RS21900,K00625,pta; phosphate acetyltransferase [EC:2.3.1.8]
SM_RS21905,,
SM_RS21910,,
SM_RS21915,,
SM_RS21920,K03324,yjbB; phosphate:Na+ symporter
SM_RS21925,K03430,phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]
SM_RS21930,K19670,phnA; phosphonoacetate hydrolase [EC:3.11.1.2]
SM_RS21935,K00206,phnY; phosphonoacetaldehyde dehydrogenase [EC:1.2.1.-]
SM_RS21940,K02012,"afuA, fbpA; iron(III) transport system substrate-binding protein"
SM_RS21945,K02010,"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
SM_RS21950,K02011,"afuB, fbpB; iron(III) transport system permease protein"
SM_RS21955,,
SM_RS21960,,
SM_RS21965,K02477,"K02477; two-component system, LytTR family, response regulator"
SM_RS21970,,
SM_RS21975,,
SM_RS21980,K01011,"TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
SM_RS21985,K07112,K07112; uncharacterized protein
SM_RS21995,K00663,aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]
SM_RS22005,K11747,kefB; glutathione-regulated potassium-efflux system protein KefB
SM_RS22010,K11177,yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
SM_RS22015,K11178,yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
SM_RS22020,K13483,yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
SM_RS22025,,
SM_RS22030,,
SM_RS22035,,
SM_RS22040,K06006,"cpxP, spy; periplasmic protein CpxP/Spy"
SM_RS22045,,
SM_RS22050,,
SM_RS22055,K04077,"groEL, HSPD1; chaperonin GroEL [EC:5.6.1.7]"
SM_RS22060,K04078,"groES, HSPE1; chaperonin GroES"
SM_RS22065,,
SM_RS22070,,
SM_RS22075,K22551,hpbA; N-methyl-L-proline demethylase [EC:1.5.3.-]
SM_RS22080,,
SM_RS22085,K02002,proX; glycine betaine/proline transport system substrate-binding protein
SM_RS22090,,
SM_RS22095,,
SM_RS22100,,
SM_RS22105,K03892,"arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor"
SM_RS22120,K17686,"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]"
SM_RS22125,K19591,"cueR; MerR family transcriptional regulator, copper efflux regulator"
SM_RS22130,,
SM_RS22135,,
SM_RS22140,,
SM_RS22150,,
SM_RS22155,,
SM_RS22160,K01920,gshB; glutathione synthase [EC:6.3.2.3]
SM_RS22165,K23508,ytfQ; galactofuranose transport system substrate-binding protein
SM_RS22170,K10820,ytfR; galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
SM_RS22175,K23509,"ytfT, yjfF; galactofuranose transport system permease protein"
SM_RS22180,K23509,"ytfT, yjfF; galactofuranose transport system permease protein"
SM_RS22185,,
SM_RS22190,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS22195,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS22200,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS22205,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS22210,,
SM_RS22215,,
SM_RS22220,,
SM_RS22225,,
SM_RS22230,K01467,ampC; beta-lactamase class C [EC:3.5.2.6]
SM_RS22235,,
SM_RS22240,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS22245,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS22250,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS22255,K10111,"malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS22260,K01209,abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]
SM_RS22265,,
SM_RS22270,,
SM_RS22275,,
SM_RS22280,,
SM_RS22285,K10440,rbsC; ribose transport system permease protein
SM_RS22290,K02056,ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]
SM_RS22295,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS22300,,
SM_RS22305,,
SM_RS22310,,
SM_RS22315,,
SM_RS22320,K02471,"bacA, bclA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein"
SM_RS22325,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
SM_RS22330,K01737,"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"
SM_RS22335,K06920,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
SM_RS22340,K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial"
SM_RS22345,K01784,"galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]"
SM_RS22350,K16568,exoZ; exopolysaccharide production protein ExoZ
SM_RS22355,K16567,exoQ; exopolysaccharide production protein ExoQ
SM_RS22360,K16552,exoF; polysaccharide biosynthesis/export protein ExoF
SM_RS22365,K16566,exoY; exopolysaccharide production protein ExoY
SM_RS22370,K16565,"exoX, syrA; exopolysaccharide production regulatory protein"
SM_RS22375,K16564,exoU; succinoglycan biosynthesis protein ExoU [EC:2.4.-.-]
SM_RS22380,K16563,exoV; succinoglycan biosynthesis protein ExoV
SM_RS22385,K16562,exoW; succinoglycan biosynthesis protein ExoW [EC:2.4.-.-]
SM_RS22390,K16553,exoT; succinoglycan exporter
SM_RS22395,K16561,exoI; succinoglycan biosynthesis protein ExoI
SM_RS22405,K16560,exoH; succinoglycan biosynthesis protein ExoH
SM_RS22410,K16559,"exoK; endo-1,3-1,4-beta-glycanase ExoK [EC:3.2.1.-]"
SM_RS22415,K16558,exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]
SM_RS22420,K16557,exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]
SM_RS22425,K16556,exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]
SM_RS22430,K16555,exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]
SM_RS22435,K00963,"UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
SM_RS22440,K16554,"exoP, vpsO; polysaccharide biosynthesis transport protein [EC:2.7.10.3]"
SM_RS22450,K00941,thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
SM_RS22455,K24158,prx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
SM_RS22460,,
SM_RS22465,K12308,"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
SM_RS22470,,
SM_RS22475,,
SM_RS22480,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS22485,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS22490,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS22495,K10111,"malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS22500,,
SM_RS22505,,
SM_RS22510,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS22515,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS22520,,
SM_RS22525,,
SM_RS22530,,
SM_RS22535,,
SM_RS22540,,
SM_RS22545,K26139,"nasD, nasB; nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4]"
SM_RS22550,K26138,nasE; nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]
SM_RS22555,K00372,"nasC, nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]"
SM_RS22560,K02302,cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]
SM_RS22565,,
SM_RS22570,,
SM_RS22575,K07403,nfeD; membrane-bound serine protease (ClpP class)
SM_RS22580,,
SM_RS22585,,
SM_RS22590,,
SM_RS22595,,
SM_RS22600,K03977,"engA, der; GTPase"
SM_RS22605,,
SM_RS22610,,
SM_RS22615,,
SM_RS22620,K17938,"sbmA, bacA; peptide/bleomycin uptake transporter"
SM_RS22625,,
SM_RS22630,K01265,map; methionyl aminopeptidase [EC:3.4.11.18]
SM_RS22635,,
SM_RS22640,,
SM_RS22645,,
SM_RS22650,,
SM_RS22655,,
SM_RS22660,,
SM_RS22665,K00864,"glpK, GK; glycerol kinase [EC:2.7.1.30]"
SM_RS22670,K00019,"BDH1, bdhA; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"
SM_RS22675,K13481,xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]
SM_RS22680,K13482,xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]
SM_RS22690,K03566,"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
SM_RS22695,,
SM_RS22700,K01487,"guaD, GDA; guanine deaminase [EC:3.5.4.3]"
SM_RS22705,K00101,lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
SM_RS22710,K05346,deoR; deoxyribonucleoside regulator
SM_RS22715,,
SM_RS22720,K00008,"SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]"
SM_RS22725,K10440,rbsC; ribose transport system permease protein
SM_RS22730,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS22735,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS22740,K06859,"pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"
SM_RS22745,,
SM_RS22750,K07506,K07506; AraC family transcriptional regulator
SM_RS22755,K00433,cpo; non-heme chloroperoxidase [EC:1.11.1.10]
SM_RS22760,K03885,ndh; NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
SM_RS22765,,
SM_RS22770,,
SM_RS22775,,
SM_RS22780,,
SM_RS22785,,
SM_RS22795,,
SM_RS22800,,
SM_RS22805,,
SM_RS22810,K07127,"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]"
SM_RS22815,K01483,allA; ureidoglycolate lyase [EC:4.3.2.3]
SM_RS22820,,
SM_RS22825,K16842,hpxB; allantoinase [EC:3.5.2.5]
SM_RS22830,,
SM_RS22835,,
SM_RS22840,,
SM_RS22845,,
SM_RS22850,K11927,rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]
SM_RS22855,,
SM_RS22860,,
SM_RS22865,,
SM_RS22870,,
SM_RS22875,,
SM_RS22880,,
SM_RS22885,,
SM_RS22890,,
SM_RS22895,,
SM_RS22900,K13875,araC; L-arabonate dehydrase [EC:4.2.1.25]
SM_RS22905,K22187,xylA; alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]
SM_RS22910,,
SM_RS22915,K10547,gguB; putative multiple sugar transport system permease protein
SM_RS22920,K10548,gguA; putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
SM_RS22925,K10546,chvE; putative multiple sugar transport system substrate-binding protein
SM_RS22930,,
SM_RS22935,,
SM_RS22945,K00010,iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
SM_RS22950,,
SM_RS22955,,
SM_RS22960,K10543,xylF; D-xylose transport system substrate-binding protein
SM_RS22965,K10544,xylH; D-xylose transport system permease protein
SM_RS22970,K10545,xylG; D-xylose transport system ATP-binding protein [EC:7.5.2.10]
SM_RS22980,K07497,K07497; putative transposase
SM_RS22990,,
SM_RS22995,,
SM_RS23005,K01971,ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
SM_RS23015,,
SM_RS23020,,
SM_RS23025,,
SM_RS23030,K07497,K07497; putative transposase
SM_RS23035,,
SM_RS23040,,
SM_RS23050,,
SM_RS23090,,
SM_RS23100,,
SM_RS23105,K10979,ku; DNA end-binding protein Ku
SM_RS23110,K10979,ku; DNA end-binding protein Ku
SM_RS32005,,
SM_RS23120,,
SM_RS23130,,
SM_RS23135,,
SM_RS23140,,
SM_RS23145,,
SM_RS23150,K00978,rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
SM_RS23155,K01709,"rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]"
SM_RS23160,,
SM_RS23165,,
SM_RS23170,K01804,araA; L-arabinose isomerase [EC:5.3.1.4]
SM_RS23175,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS23180,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS23185,K10440,rbsC; ribose transport system permease protein
SM_RS23190,K06978,K06978; uncharacterized protein
SM_RS23195,,
SM_RS23200,,
SM_RS23205,,
SM_RS23210,K01790,"rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"
SM_RS23215,K02013,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]
SM_RS23220,K02015,ABC.FEV.P; iron complex transport system permease protein
SM_RS23230,,
SM_RS23235,,
SM_RS23240,K06016,pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]
SM_RS23245,,
SM_RS23250,,
SM_RS23255,,
SM_RS23260,,
SM_RS23265,,
SM_RS23275,,
SM_RS23285,,
SM_RS23290,K03168,topA; DNA topoisomerase I [EC:5.6.2.1]
SM_RS23295,K01214,"ISA, treX; isoamylase [EC:3.2.1.68]"
SM_RS23300,K01236,"treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]"
SM_RS23305,K21929,udg; uracil-DNA glycosylase [EC:3.2.2.27]
SM_RS23310,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
SM_RS23315,,
SM_RS23330,,
SM_RS23335,K09003,K09003; uncharacterized protein
SM_RS23340,,
SM_RS23345,K10238,"thuG, sugB; trehalose/maltose transport system permease protein"
SM_RS23350,K10237,"thuF, sugA; trehalose/maltose transport system permease protein"
SM_RS23355,K10111,"malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS23360,K10236,"thuE, lpqY; trehalose/maltose transport system substrate-binding protein"
SM_RS23365,,
SM_RS23370,,
SM_RS23375,K03710,K03710; GntR family transcriptional regulator
SM_RS23380,K12537,"hasE, prtE, rsaE, prsE, eexE; membrane fusion protein, type I secretion system"
SM_RS23385,K12536,"hasD, prtD, aprD, rsaD, prsD, eexD; ATP-binding cassette, subfamily C, type I secretion system permease/ATPase"
SM_RS23390,,
SM_RS23395,K09799,K09799; uncharacterized protein
SM_RS32015,,
SM_RS23405,,
SM_RS23410,,
SM_RS23415,,
SM_RS23420,,
SM_RS23425,,
SM_RS32020,K07171,"mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]"
SM_RS23435,,
SM_RS23440,,
SM_RS23445,,
SM_RS23450,,
SM_RS23455,,
SM_RS23460,,
SM_RS23465,K03088,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
SM_RS23475,,
SM_RS23480,K02297,cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
SM_RS23485,K02298,cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
SM_RS23490,K02299,cyoC; cytochrome o ubiquinol oxidase subunit III
SM_RS23495,K02300,cyoD; cytochrome o ubiquinol oxidase subunit IV
SM_RS23500,K14998,"SURF1, SHY1; surfeit locus 1 family protein"
SM_RS23505,,
SM_RS23510,,
SM_RS23515,,
SM_RS23520,K01750,"E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]"
SM_RS23530,,
SM_RS23535,,
SM_RS23540,,
SM_RS23545,,
SM_RS23550,,
SM_RS23555,,
SM_RS23560,,
SM_RS23565,,
SM_RS23570,,
SM_RS23575,,
SM_RS23580,,
SM_RS23585,K01714,dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
SM_RS23595,,
SM_RS23600,,
SM_RS23605,K02493,"hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]"
SM_RS23610,,
SM_RS23615,,
SM_RS23620,,
SM_RS23625,,
SM_RS23630,,
SM_RS23635,K07684,"narL; two-component system, NarL family, nitrate/nitrite response regulator NarL"
SM_RS23640,,
SM_RS23645,K03608,minE; cell division topological specificity factor
SM_RS23650,K03609,minD; septum site-determining protein MinD
SM_RS23655,K03610,minC; septum site-determining protein MinC
SM_RS23660,,
SM_RS23665,,
SM_RS23675,K01916,nadE; NAD+ synthase [EC:6.3.1.5]
SM_RS23680,,
SM_RS23685,,
SM_RS23690,K01953,"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"
SM_RS23695,,
SM_RS23700,,
SM_RS23705,,
SM_RS23710,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS23715,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS23720,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS23725,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS23730,,
SM_RS23735,K22025,denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]
SM_RS23740,,
SM_RS23745,K07481,"K07481; transposase, IS5 family"
SM_RS23750,K22130,otnC; 3-dehydro-4-phosphotetronate decarboxylase [EC:4.1.1.104]
SM_RS23755,K06145,"gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor"
SM_RS23760,K08319,ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]
SM_RS23765,K22131,otnI; 2-dehydrotetronate isomerase [EC:5.3.1.35]
SM_RS23770,K21948,otnK; 3-dehydrotetronate 4-kinase [EC:2.7.1.217]
SM_RS23775,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS23780,K02057,ABC.SS.P; simple sugar transport system permease protein
SM_RS23785,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS23790,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS23795,K09702,K09702; uncharacterized protein
SM_RS23800,,
SM_RS23805,K01483,allA; ureidoglycolate lyase [EC:4.3.2.3]
SM_RS23810,K11529,"gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
SM_RS23815,K00042,"garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
SM_RS23820,K01816,"hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]"
SM_RS23825,K01608,gcl; tartronate-semialdehyde synthase [EC:4.1.1.47]
SM_RS23830,K13641,"iclR; IclR family transcriptional regulator, acetate operon repressor"
SM_RS23835,,
SM_RS23840,K14977,"ylbA, UGHY; (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]"
SM_RS23845,,
SM_RS23850,K10979,ku; DNA end-binding protein Ku
SM_RS23855,,
SM_RS23860,K07020,K07020; uncharacterized protein
SM_RS23865,K01142,"E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]"
SM_RS23870,,
SM_RS23880,K00046,idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]
SM_RS23890,,
SM_RS23895,,
SM_RS23900,,
SM_RS23905,,
SM_RS23910,K03446,"emrB; MFS transporter, DHA2 family, multidrug resistance protein"
SM_RS23915,K03543,"emrA; membrane fusion protein, multidrug efflux system"
SM_RS23920,,
SM_RS23925,,
SM_RS23930,,
SM_RS23935,,
SM_RS23940,K00703,glgA; starch synthase [EC:2.4.1.21]
SM_RS23945,,
SM_RS23950,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS23955,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS23960,K00567,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"
SM_RS23965,K03652,MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21]
SM_RS23970,,
SM_RS23975,K06606,iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]
SM_RS23980,K17213,K17213; inositol transport system substrate-binding protein
SM_RS23985,K17215,K17215; inositol transport system ATP-binding protein
SM_RS23990,K17214,K17214; inositol transport system permease protein
SM_RS23995,,
SM_RS24000,,
SM_RS24005,K05499,"cytR; LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG"
SM_RS24010,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
